Name	Activity	IC50	pIC50	logS	apol	ast_fraglike	ast_fraglike_ext	ast_violation	ast_violation_ext	a_acc	a_acid	a_aro	a_base	a_count	a_don	a_donacc	a_heavy	a_hyd	a_IC	a_ICM	a_nB	a_nBr	a_nC	a_nCl	a_nF	a_nH	a_nI	a_nN	a_nO	a_nP	a_nS	balabanJ	BCUT_PEOE_0	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_PEOE_3	BCUT_SLOGP_0	BCUT_SLOGP_1	BCUT_SLOGP_2	BCUT_SLOGP_3	BCUT_SMR_0	BCUT_SMR_1	BCUT_SMR_2	BCUT_SMR_3	bpol	b_1rotN	b_1rotR	b_ar	b_count	b_double	b_heavy	b_max1len	b_rotN	b_rotR	b_single	b_triple	chi0	chi0v	chi0v_C	chi0_C	chi1	chi1v	chi1v_C	chi1_C	chiral	chiral_u	density	diameter	FCharge	GCUT_PEOE_0	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_PEOE_3	GCUT_SLOGP_0	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_1	GCUT_SMR_2	GCUT_SMR_3	Kier1	Kier2	Kier3	KierA1	KierA2	KierA3	KierFlex	lip_acc	lip_don	lip_druglike	lip_violation	logP(o/w)	mr	mutagenic	nmol	opr_brigid	opr_leadlike	opr_nring	opr_nrot	opr_violation	PC+	PC-	PEOE_PC+	PEOE_PC-	PEOE_RPC+	PEOE_RPC-	PEOE_VSA+0	PEOE_VSA+1	PEOE_VSA+2	PEOE_VSA+3	PEOE_VSA+4	PEOE_VSA+5	PEOE_VSA+6	PEOE_VSA-0	PEOE_VSA-1	PEOE_VSA-2	PEOE_VSA-3	PEOE_VSA-4	PEOE_VSA-5	PEOE_VSA-6	PEOE_VSA_FHYD	PEOE_VSA_FNEG	PEOE_VSA_FPNEG	PEOE_VSA_FPOL	PEOE_VSA_FPOS	PEOE_VSA_FPPOS	PEOE_VSA_HYD	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_POS	PEOE_VSA_PPOS	petitjean	petitjeanSC	Q_PC+	Q_PC-	Q_RPC+	Q_RPC-	Q_VSA_FHYD	Q_VSA_FNEG	Q_VSA_FPNEG	Q_VSA_FPOL	Q_VSA_FPOS	Q_VSA_FPPOS	Q_VSA_HYD	Q_VSA_NEG	Q_VSA_PNEG	Q_VSA_POL	Q_VSA_POS	Q_VSA_PPOS	radius	reactive	rings	RPC+	RPC-	rsynth	SlogP	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	SMR	SMR_VSA0	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	TPSA	VAdjEq	VAdjMa	VDistEq	VDistMa	vdw_area	vdw_vol	vsa_acc	vsa_acid	vsa_base	vsa_don	vsa_hyd	vsa_other	vsa_pol	Weight	weinerPath	weinerPol	zagreb
SOTALOL	0	74.129997	4.1300058	-1.3908499	42.628654	1	0	0	1	3	0	6	1	39	2	5	18	12	64.117584	1.6440406	0	0	12	0	0	21	0	2	3	0	1	2.2672834	-2.6687706	-0.53326547	0.67970401	2.6622813	-3.4050772	-0.54847896	0.58458221	2.5230927	-2.4770207	-0.47221422	0.75359631	2.8511763	30.093348	6	0.33333334	6	39	0	18	7	6	0.33333334	33	0	13.759149	11.737014	8.1712084	8.8449354	8.2766752	7.7598891	3.6729913	4.5292754	1	1	0.76133114	11	1	-0.86794776	-0.37197948	0.1034606	2.5635657	-2.2475486	-0.34285653	0.075945772	2.5557401	-0.63561618	-0.19453636	0.1797754	2.7878835	16.055555	6.9632001	6.6666665	15.289429	6.6109114	6.315248	5.6153922	5	4	1	0	1.012	7.25068	0	1	6	1	1	5	0	5.3870001	-4.3870001	2.6537285	-1.6537286	0.13073853	0.23070766	35.697926	45.888062	30.893412	20.72374	10.324173	0	17.238026	46.403446	49.019615	0	2.5295215	32.016521	0	7.7675405	0.77438587	0.46142623	0.13327906	0.22561412	0.53857374	0.09233506	231.15572	137.73665	39.784065	67.34626	160.76534	27.562199	0.45454547	0.83333331	5.3870001	-4.3870001	0.24744757	0.20651926	0.63201714	0.31337059	0.14175311	0.36798289	0.68662941	0.22622977	188.65836	93.54174	42.313583	109.84362	204.96024	67.530037	6	0	1	0.24744757	0.20651926	1	0.15880001	43.395977	64.576683	10.622711	18.439579	3.185575	31.691174	0	70.572739	6.4686494	69.408775	7.1907701	48.171688	43.395977	0	13.636193	19.161745	70.572739	18.439579	104.98395	83.010002	0.50325835	5.1699252	3.2907286	7.9957986	298.50198	359.07764	32.016521	0	5.6825762	13.757783	197.80106	10.105608	59.341228	273.37698	706	21	86
LORATADINE	1	2.089	5.6800613	-4.1960502	60.040237	0	0	2	2	2	0	12	0	50	0	2	27	22	76.043388	1.5208678	0	0	22	1	0	23	0	2	2	0	0	1.4903163	-2.6812871	-0.5199042	0.54333282	2.6337402	-2.7190635	-0.32990497	0.70933062	2.6602275	-2.4089861	-0.27412891	0.77051264	2.903801	31.737761	2	0.06666667	12	53	2	30	3	3	0.1	39	0	18.802753	16.258667	13.413849	14.811191	13.169035	9.9164343	7.3146958	9.048008	0	0	0.74276459	13	0	-0.82861358	-0.37280524	0.011255102	2.8369174	-0.95879191	-0.27813795	0.13196869	2.9225769	-0.51622021	-0.15065485	0.19021273	3.1130643	20.280001	9.212018	4.4518433	16.249695	7.3144426	3.5109806	4.4021282	4	0	1	0	3.8989999	10.851775	0	1	24	1	4	3	1	3.8269999	-3.8280001	1.6652632	-1.6652632	0.21814933	0.19082262	113.83964	55.773933	0	0	0	0	19.199511	96.94326	56.300293	0	0	13.566921	8.1863317	0	0.88743359	0.48101169	0.059792913	0.11256638	0.51898831	0.052773472	322.85712	174.99681	21.753254	40.952763	188.81308	19.199511	0.46153846	0.85714287	3.8269999	-3.8280001	0.203815	0.1724138	0.74932843	0.33381137	0.065863498	0.25067157	0.66618866	0.18480808	272.6131	121.44388	23.961792	91.1968	242.36601	67.235008	7	0	4	0.203815	0.1724138	1	4.70503	0	27.22648	10.999887	60.99099	12.313473	40.922386	3.5006065	105.43027	37.736813	96.336876	10.5886	34.862103	19.909843	3.185575	18.999655	0	180.9039	65.122055	72.474655	42.43	0.41024774	5.9068904	3.3899591	9.2298813	363.80991	515.49438	19.249496	0	0	0	306.48584	21.703266	19.249496	382.89099	1772	49	144
AZIMILIDE	1	1.4	5.8538718	-5.1160598	70.569794	0	0	1	2	3	0	11	2	62	0	3	32	19	101.547	1.6378548	0	0	23	1	0	30	0	5	3	0	0	1.1138062	-2.8228645	-0.57622576	0.71387345	2.8278806	-3.6421826	-0.5169223	0.67211652	2.6034956	-2.643832	-0.43888026	0.81286317	2.9952531	43.648209	8	0.22857143	11	65	3	35	6	8	0.22857143	51	0	22.501425	19.105692	14.405413	15.77781	15.491203	11.536964	6.1242795	7.5993195	0	0	0.75695431	21	2	-0.88798839	-0.38528496	0.097916305	2.8594363	-2.2814608	-0.31432173	0.16134286	2.6995895	-0.6422202	-0.21207491	0.17452842	3.0257425	25.103674	12.109375	7.0142436	20.419195	9.7804022	5.6370473	6.2408729	8	2	1	0	3	12.47704	0	1	23	1	4	10	1	7.645	-5.645	4.5948339	-2.5948341	0.075890146	0.17490658	45.512928	147.01543	82.878662	0	0	12.949531	34.67857	90.932053	29.581947	0	9.4210396	13.566921	13.566921	2.503756	0.8398996	0.33064666	0.061411358	0.16010042	0.66935337	0.098689049	405.34204	159.57263	29.637598	77.265694	323.03513	47.628101	0.47619048	0.90909094	7.645	-5.645	0.090255067	0.16988486	0.54617882	0.29458708	0.080932468	0.45382118	0.70541292	0.37288871	263.59012	142.17001	39.058636	219.01761	340.43774	179.95898	11	0	4	0.090255067	0.16988486	1	0.3915	6.2486277	16.214846	41.076572	129.07704	5.4488211	59.067543	3.5006065	114.4935	37.736813	63.01086	12.19814	63.480408	22.789114	0	8.9494276	8.6343956	143.59592	139.16579	89.260185	75	0.3597711	6.129283	4.098824	9.6539059	482.60776	607.66943	36.554882	0	0	0	338.7742	70.110374	36.554882	459.978	3743	45	166
sertindole18	0	4550	2.3419886	-4.5201502	41.467308	0	0	1	1	1	0	15	0	33	1	2	20	18	54.359291	1.6472512	0	0	16	1	1	13	0	1	1	0	0	1.7263019	-2.4121554	-0.63087702	0.65637863	2.4269688	-2.2917705	-0.53005672	0.81126517	2.5677392	-2.1726017	-0.46178228	0.86460167	2.699574	17.814692	2	0.090909094	16	35	0	22	4	2	0.090909094	19	0	14.275657	11.602438	9.1961527	10.698306	9.5585508	6.6836419	4.9641018	6.751585	1	0	0.78885925	10	0	-0.84554935	-0.39524323	0.052453969	2.5107267	-0.78377324	-0.27616742	0.20142873	2.6719892	-0.51552498	-0.21111582	0.22176249	2.825043	14.917356	6.0117188	2.9789076	11.523643	4.5760093	2.2430775	2.636615	2	1	1	0	5.0380001	7.9311342	0	1	16	1	3	2	1	2.7539999	-2.7550001	1.2570089	-1.2570089	0.16723816	0.30818278	45.178452	49.992954	9.0208454	0	10.324173	0	0	104.53201	29.581947	0	0	11.908636	0	7.7675405	0.88818628	0.57318813	0.073334686	0.1118137	0.42681187	0.038479019	238.3062	153.79013	19.676176	30.000349	114.51643	10.324173	0.5	1	2.7539999	-2.7550001	0.16739288	0.24682395	0.85187632	0.62389833	0.091363616	0.1481237	0.37610167	0.05676008	228.564	167.39601	24.513456	39.742558	100.91055	15.229101	5	0	3	0.16739288	0.24682395	1	4.5718002	25.385227	1.8990928	9.1210184	0	3.185575	0	3.5006065	148.19049	6.4686494	87.434769	7.8987799	0	42.244431	9.1210184	13.154831	7.4738488	140.71664	0	72.474655	25.16	0.49991596	5.4594316	3.0192723	8.3640261	268.30655	367.28604	0	0	0	0	241.67329	0	13.566921	289.737	768	32	108
OFLOXACIN	0	1412	2.8501654	-3.07565	52.08086	0	0	1	2	2	2	6	1	46	0	2	26	17	79.831749	1.7354728	0	0	18	0	1	20	0	3	4	0	0	1.6099478	-2.7708702	-0.54447675	0.476322	2.7364368	-3.5070686	-0.55516279	0.53280383	2.6097331	-2.5498428	-0.29685077	0.67957985	2.9595566	33.137138	2	0.068965517	6	49	3	29	3	2	0.068965517	40	0	18.585058	14.67297	11.267585	12.1459	12.379918	8.6989517	4.601624	5.5436769	1	1	0.79894251	12	0	-0.88424218	-0.43717942	-0.067087263	2.8541591	-2.259846	-0.41206488	0.16228442	2.8448567	-0.62973011	-0.17324533	0.13588762	3.1054132	19.322235	7.4380164	3.3378685	15.352459	5.8519602	2.6076636	3.4554608	7	1	1	0	0.79799998	9.1471882	0	1	21	1	4	4	0	5.723	-5.7249999	2.8181343	-2.8181343	0.12357509	0.19320467	39.477589	168.19467	17.479364	8.458519	0	0	8.6190128	47.748497	0	0	0	11.908636	13.566921	29.637598	0.81531769	0.29807127	0.15970623	0.18468231	0.70192873	0.024976073	281.35864	102.86165	55.113155	63.732166	242.22916	8.6190128	0.5	1	5.723	-5.7249999	0.1834702	0.16751091	0.50359637	0.25014433	0.13159741	0.49640363	0.74985564	0.36480623	173.78647	86.32251	45.413059	171.30434	258.76828	125.89127	6	0	4	0.1834702	0.16751091	1	-1.4222	63.056171	7.151619	36.965202	94.68457	27.047791	36.082764	0	34.85754	0	59.043053	9.0090199	93.532089	25.960001	15.369646	15.596547	5.513495	34.85754	101.83619	66.223206	77.349998	0.42228913	5.8579812	3.219456	9.1354771	345.09082	452.31415	43.204517	27.133842	0	0	256.57614	23.167019	43.204517	361.37299	1484	51	146
MORPHINE	0	1000	3	-1.62288	46.76186	1	1	0	0	3	0	6	1	41	2	5	21	17	58.979313	1.4385198	0	0	17	0	0	20	0	1	3	0	0	1.6570927	-2.8777504	-0.54761606	0.70196348	2.925869	-3.5111639	-0.59377104	0.68010348	2.8265595	-2.6657078	-0.45092994	0.80698466	3.1443818	25.10014	0	0	6	45	1	25	3	0	0	38	0	14.353006	12.042798	10.240123	11.068549	10.125864	7.8339162	5.7700558	6.8357353	5	0	0.74261546	8	1	-0.88284451	-0.38009062	0.11747791	3.1320791	-2.2598312	-0.35664758	0.13711339	3.0952969	-0.63060272	-0.23345475	0.16777889	3.3477533	13.44	4.2950625	1.4876033	11.480405	3.6381724	1.2519938	1.9889377	4	3	1	0	0.93699998	7.7524967	0	1	22	1	5	0	1	4.697	-3.698	2.6678782	-1.6678782	0.13060199	0.23092084	38.729557	87.615646	29.872856	0	20.648346	0	8.6190128	16.671984	36.764713	0	0	0	0	18.038837	0.81590122	0.27815717	0.070200689	0.18409877	0.72184283	0.11389808	209.65475	71.475533	18.038837	47.306194	185.48541	29.267359	0.5	1	4.697	-3.698	0.10708963	0.25932938	0.52832198	0.27815717	0.16558409	0.47167802	0.72184283	0.30609393	135.75812	71.475533	42.548645	121.20284	185.48541	78.65419	4	0	5	0.10708963	0.25932938	1	-0.21902999	64.894653	0	16.919268	18.439579	10.781946	51.765594	0	70.572739	18.868406	10.486856	7.6700301	3.1243138	61.77034	4.4107962	33.777275	0	108.30955	18.439579	32.897186	54.130001	0.51002371	5.643856	2.6104989	8.557476	256.96094	385.59796	2.503756	0	0	0	196.20918	0	29.637598	286.35098	712	49	132
NITRENDIPINE	0	114.81	3.9400203	-4.3206701	52.027859	0	0	1	2	2	0	6	0	46	1	3	26	17	75.076866	1.6321057	0	0	18	0	0	20	0	2	6	0	0	2.3529885	-2.5109305	-0.25832948	0.24827972	2.5360408	-2.5194638	-0.12287129	0.3403503	2.5853705	-2.2296731	-0.039814159	0.3976841	2.8127832	29.528139	5	0.18518518	6	47	5	27	3	7	0.25925925	36	0	19.430357	14.990561	11.593858	12.731687	12.310968	7.9966745	5.3944993	6.8281336	1	1	0.78308058	10	0	-0.81103271	-0.41832948	-0.059467994	2.716644	-1.0865346	-0.26948249	0.023903808	2.7682261	-0.51388681	-0.13812892	0.1767	2.9751358	22.29081	9.9722996	5.0934258	16.513262	7.2921286	3.6899567	4.6314168	8	1	1	0	2.9519999	9.4016571	1	1	12	1	2	5	0	4.7080002	-4.7080002	2.1674035	-2.1674035	0.13467279	0.1453082	109.97751	57.367802	8.6190128	0	0	36.11655	0	58.451572	24.509808	0	0	0	61.201782	5.0075121	0.71674627	0.41292745	0.18327753	0.28325373	0.58707255	0.099976182	258.92569	149.17067	66.20929	102.32584	212.08087	36.11655	0.5	1	4.7080002	-4.7080002	0.19265081	0.12744266	0.58969784	0.37440291	0.18327753	0.41030216	0.62559706	0.22702463	213.02925	135.25363	66.20929	148.22229	225.99791	82.012993	5	1	2	0.19265081	0.12744266	1	2.5657001	18.01075	22.576544	69.724205	71.861267	3.185575	47.268513	4.4107962	70.572739	0	102.73479	9.3022099	76.809822	0	68.945755	19.481016	2.7567475	70.572739	36.417187	135.36191	110.45	0.40176207	5.7548876	3.0790222	9.1721792	361.25156	460.19019	27.133842	0	0	5.6825762	242.13707	68.35556	32.816418	360.366	1491	45	130
2-hydroxymethylOLANZAPINe	1	11.6	4.9355421	-3.2297599	52.024654	0	0	1	2	2	0	11	1	44	2	4	23	17	70.489456	1.6020331	0	0	17	0	0	21	0	4	1	0	1	1.5404073	-2.773133	-0.55885947	0.71740311	2.7351794	-3.5064516	-0.52671444	0.66068918	2.5256331	-2.5548291	-0.45371467	0.80170059	2.9493363	30.517347	2	0.07692308	11	47	1	26	3	2	0.07692308	35	0	15.811191	13.988671	10.422285	11.53517	11.241515	8.8096094	4.2582541	5.5412416	0	0	0.74800843	10	1	-0.88648456	-0.38837898	0.13322991	2.7659464	-2.2598209	-0.28970033	0.15562531	2.7866907	-0.62985235	-0.1856771	0.18310431	3.0350528	16.467455	7.0869246	3.3833141	13.481812	5.7458906	2.722944	3.3680444	5	3	1	0	1.7029999	9.3105316	0	1	22	1	4	4	0	5.6960001	-4.6960001	2.9079254	-1.9079254	0.11976767	0.20509772	8.9080906	174.43578	19.809576	19.760618	10.324173	0	8.6190128	33.185421	40.949314	0	0	5.6825762	0.13689101	7.7675405	0.90129775	0.26616302	0.041225344	0.098702267	0.73383695	0.057476919	297.0488	87.721741	13.587008	32.530193	241.85725	18.943186	0.5	1	5.6960001	-4.6960001	0.10287921	0.20421636	0.56520575	0.30649796	0.041225344	0.43479425	0.69350207	0.3935689	186.27994	101.01529	13.587008	143.29906	228.56371	129.71204	5	0	4	0.10287921	0.20421636	1	1.4724	28.509541	23.462984	0	73.758316	4.5439763	49.682716	0	88.215919	0	58.647015	9.4562197	3.1243138	45.295071	0	4.5439763	24.453819	109.14218	76.086235	64.174873	52.299999	0.46357921	5.7004399	3.0809066	8.7852449	329.57898	440.43353	5.6825762	0	0	5.6825762	264.42691	11.190562	24.932074	329.448	1091	40	126
almokalant	1	0.248	6.6055484	-2.7757599	58.522999	0	0	2	3	4	0	6	1	53	1	5	24	17	80.884796	1.5261283	0	0	18	0	0	29	0	2	3	0	1	2.1380603	-2.7409248	-0.54082739	0.56885689	2.742527	-3.4968174	-0.56213486	0.54530442	2.5958025	-2.5443974	-0.42449406	0.71079057	2.9474552	39.977001	12	0.5	6	53	0	24	12	13	0.54166669	46	1	17.786245	15.479274	12.043606	12.924439	11.583249	10.069393	5.8020773	6.7719517	1	1	0.71454751	17	1	-0.88238609	-0.36656344	0.036043875	2.7611969	-2.2598538	-0.36460245	0.070253015	2.6531873	-0.62983423	-0.19961792	0.15520632	2.9478295	22.041666	13.236623	9.9257812	19.956446	11.930202	8.917017	9.9201851	5	2	1	0	1.131	10.043337	0	1	6	1	1	13	1	4.6589999	-3.6589999	3.1517704	-2.1517704	0.11056221	0.2871713	51.355175	144.81407	39.452003	0	10.324173	0	8.6190128	76.468605	31.884386	0	17.742489	0	0	26.279558	0.88887107	0.37444153	0.064578541	0.11112892	0.6255585	0.046550378	361.71674	152.37505	26.279558	45.222744	254.56444	18.943186	0.47058824	0.8888889	4.6589999	-3.6589999	0.10796309	0.26209345	0.64933866	0.22863759	0.10817837	0.35066134	0.77136242	0.24248296	264.24155	93.041664	44.022049	142.69794	313.8978	98.675888	9	0	1	0.10796309	0.26209345	0.58333331	0.75158399	39.50943	24.085844	26.018053	158.37323	3.185575	0	0	70.572739	37.736813	71.895454	9.6680899	27.210157	67.444473	0	31.499399	0	108.30955	110.71212	86.201431	93.970001	0.41381684	5.5849624	3.8029437	8.8312349	406.93948	494.72845	36.254509	0	0	0	291.31955	33.436214	49.821426	353.50699	1735	29	106
1	1	9.6000004	5.0177288	-4.4054298	52.73624	0	0	1	2	0	0	15	1	45	1	1	22	20	54.652901	1.2145089	0	0	20	0	0	23	0	2	0	0	0	1.5463935	-2.7953401	-0.56656653	0.66486025	2.7774436	-3.4902351	-0.49587992	0.72317833	2.7261281	-2.5847797	-0.45275909	0.77899522	2.9891067	27.12376	2	0.079999998	16	48	0	25	3	2	0.079999998	32	0	14.940947	13.10193	12.10193	13.656489	10.8265	8.300312	6.5932055	8.6161566	1	1	0.65685314	9	1	-0.88579249	-0.36909562	0.069898002	2.8666918	-2.2596195	-0.26352	0.15757294	2.9212232	-0.63028896	-0.20569332	0.16894193	3.1175964	15.5232	6.8571429	3.1653478	11.569945	5.0335393	2.2979448	2.6471715	2	2	1	0	4.7179999	9.1769571	0	1	22	1	4	4	0	3.846	-2.8469999	2.2384	-1.2383999	0.15555829	0.28578043	30.235022	124.56907	0	8.6190128	0	0	8.6190128	34.074608	98.03923	0	0	0	0	0.13689101	0.97122538	0.43461663	0.000449866	0.028774597	0.56538337	0.028324731	295.53693	132.25073	0.13689101	8.7559042	172.04211	8.6190128	0.44444445	0.80000001	3.846	-2.8469999	0.13078523	0.33684582	0.7582562	0.41375202	0.022016788	0.24174382	0.58624798	0.21972704	230.73193	125.90178	6.6995511	73.560913	178.39107	66.861366	5	0	4	0.13078523	0.33684582	0.59090906	3.227	3.1243138	0	16.78553	36.879158	3.185575	32.897186	4.4107962	169.44809	37.736813	0	9.2330399	3.1243138	0	16.78553	7.5963712	10.659424	196.52547	36.879158	32.897186	20.23	0.47938794	5.643856	2.971071	8.6649246	304.29285	443.65775	0	0	0	5.6825762	270.62518	0	5.6825762	291.418	961	35	120
1	1	8.1999998	5.0861859	-4.7005601	66.738235	0	0	2	3	4	0	21	1	55	0	4	32	22	82.326683	1.4968487	0	0	25	0	0	23	0	6	1	0	0	1.0954099	-2.5703361	-0.63540673	0.6742239	2.7456784	-3.3585231	-0.53807992	0.76121247	2.5701995	-2.3998418	-0.4694272	0.82566416	2.9571743	33.361759	6	0.16666667	22	59	1	36	4	7	0.19444445	35	1	21.915638	17.555647	14.333981	16.639618	15.724678	10.692422	6.9634314	9.3989792	1	1	0.72394115	18	1	-0.85037297	-0.38502431	0.10308557	2.8059945	-2.2392738	-0.34412551	0.16134405	2.7960987	-0.63567263	-0.21605732	0.19236599	3.0453629	23.728395	11.16	5.4820414	16.09837	7.4684672	3.6333308	3.7571921	7	2	1	0	2.6099999	12.382361	0	1	27	1	5	7	1	6.5209999	-5.5209999	3.3708947	-2.3708947	0.1031105	0.14092104	71.101959	144.57033	21.723097	3.1459606	0	12.949531	17.238026	75.737961	36.764713	0	17.742489	5.6825762	19.249496	0	0.8705827	0.36434609	0.058538891	0.12941732	0.63565391	0.070878424	370.78653	155.17723	24.932074	55.119629	270.72891	30.187557	0.5	1	6.5209999	-5.5209999	0.10473853	0.16410071	0.64949167	0.3800762	0.11592722	0.35050836	0.61992383	0.23458114	276.6225	161.87679	49.374115	149.28366	264.02936	99.909546	9	0	5	0.10473853	0.16410071	1	2.752984	21.135065	40.728935	27.844185	66.100677	9.1278973	0	0	214.72	18.868406	39.635902	12.10264	23.862217	84.54026	3.1243138	29.711613	7.4738488	265.75046	23.698362	0	91.419998	0.36708876	6.1699252	3.8987281	9.6758633	425.90616	584.99231	42.674564	0	5.6825762	5.6825762	293.00629	58.039555	48.35714	423.5	3342	50	172
1	1	4	5.3979402	-4.69138	49.423065	0	0	2	3	0	0	15	1	42	1	1	23	21	61.056087	1.4537164	0	0	19	0	2	19	0	2	0	0	0	1.5724665	-2.733062	-0.61587799	0.66643405	2.7792809	-3.4135838	-0.49554402	0.78598541	2.6692221	-2.5463302	-0.45665851	0.82307923	2.9665213	23.836933	2	0.07692308	16	45	0	26	2	2	0.07692308	29	0	15.811191	12.728103	10.894823	12.396976	11.237184	8.0609188	6.3372226	8.2659864	2	2	0.73926163	9	1	-0.87287903	-0.39346558	0.11162645	2.8159428	-2.2475767	-0.26488101	0.19126366	2.867744	-0.63600612	-0.20609492	0.18408342	3.0628705	16.467455	7.0869246	3.2544379	12.22962	5.1862664	2.3551273	2.7576549	2	3	1	0	4.434	8.8539257	0	1	22	1	4	4	0	4.1729999	-3.174	2.5237365	-1.5237365	0.13736884	0.23221824	30.405561	88.534218	14.4881	8.6190128	0	0	17.238026	41.181789	61.274521	0	0	23.817272	0	0.13689101	0.85581779	0.4424659	0.083845109	0.14418219	0.5575341	0.060337082	244.5032	126.41048	23.954163	41.192188	159.28493	17.238026	0.44444445	0.80000001	4.1729999	-3.174	0.12053678	0.28544423	0.73287237	0.48115632	0.065132961	0.26712763	0.51884365	0.20199466	209.37827	137.46414	18.608187	76.317131	148.23125	57.708942	5	0	4	0.12053678	0.28544423	0.60869563	3.3627999	18.01075	0	36.252789	36.879158	3.185575	0	4.4107962	151.8049	18.868406	29.920227	8.7606096	0	47.930977	25.906548	17.94261	10.659424	160.01389	36.879158	0	32.400002	0.46357921	5.7004399	2.9958599	8.7979298	285.6954	423.89731	0	0	5.6825762	11.365152	246.96768	0	11.365152	313.371	1073	38	126
1	1	7	5.154902	-5.1306901	51.046066	0	0	2	3	0	0	15	1	42	1	1	23	21	63.056087	1.5013354	0	0	19	1	1	19	0	2	0	0	0	1.5816995	-2.7330472	-0.6074636	0.66533381	2.7792852	-3.4135838	-0.49466676	0.78861445	2.6698394	-2.5463262	-0.45615268	0.86113417	2.9665792	23.053932	2	0.07692308	16	45	0	26	2	2	0.07692308	29	0	15.811191	13.484031	10.894823	12.396976	11.237184	8.4388838	6.3372226	8.2659864	2	2	0.75525004	9	1	-0.87287617	-0.37911069	0.11239033	2.8145728	-2.2475762	-0.26456863	0.19352524	2.8764467	-0.63600498	-0.20590298	0.21626858	3.0672326	16.467455	7.0869246	3.2544379	13.187763	5.6143103	2.5570695	3.2191389	2	3	1	0	4.8730001	9.3162527	0	1	22	1	4	4	0	4.1599998	-3.161	2.4357572	-1.435757	0.1423306	0.24649617	34.925308	88.534218	5.4672546	8.6190128	0	0	17.238026	41.181789	90.856468	0	0	11.908636	0	0.13689101	0.90201831	0.48209903	0.04030389	0.097981691	0.51790094	0.057677802	269.58405	144.08379	12.045527	29.283552	154.78383	17.238026	0.44444445	0.80000001	4.1599998	-3.161	0.12091346	0.28661817	0.74464571	0.51908422	0.062262308	0.25535432	0.48091578	0.193092	222.55048	155.13745	18.608187	76.317131	143.73015	57.708942	5	0	4	0.12091346	0.28661817	0.60869563	3.8771	18.01075	0	27.131769	36.879158	3.185575	0	7.9114027	151.8049	18.868406	54.108757	9.26581	0	32.970863	16.78553	21.443216	10.659424	160.01389	36.879158	39.148643	32.400002	0.46357921	5.7004399	2.9695871	8.8014994	298.86761	436.711	0	0	5.6825762	11.365152	260.13989	0	11.365152	329.82599	1066	38	126
buprenorphine	1	7.5799999	5.1203308	-4.1730299	83.35331	0	0	2	3	4	0	6	1	76	2	6	34	29	99.483711	1.3089962	0	0	29	0	0	42	0	1	4	0	0	1.4184848	-3.0153396	-0.38144428	0.49256015	3.0633402	-3.5245352	-0.34896421	0.4728331	3.0101974	-2.79689	-0.2271966	0.64102817	3.2827082	51.066692	4	0.1	6	82	0	40	5	5	0.125	76	0	23.88854	21.538986	19.328062	19.896976	16.016588	13.658262	11.163068	11.912251	7	7	0.70208937	10	1	-0.88050938	-0.35034984	-0.045857258	3.6896203	-2.2602122	-0.30693623	-0.037	3.6737821	-0.63080239	-0.19033474	0.092001937	3.8958623	23.141251	6.8963265	2.4860208	21.55414	6.4090734	2.3067651	4.0630021	5	3	1	0	4.8249998	12.970335	0	1	28	0	7	5	2	5.276	-4.277	3.3059435	-2.3059435	0.10546359	0.16824074	161.83109	73.303894	24.967928	0	20.648346	0	8.6190128	78.926224	68.49794	0	0	0	0	20.542593	0.891087	0.36727127	0.044917844	0.108913	0.6327287	0.063995168	407.52707	167.96675	20.542593	49.809952	289.37027	29.267359	0.5	1	5.276	-4.277	0.11334344	0.22422259	0.76113206	0.14622062	0.044917844	0.23886792	0.85377938	0.19395009	348.09387	66.872108	20.542593	109.24315	390.46494	88.700554	5	0	7	0.11334344	0.22422259	0	2.99667	64.894653	0	21.450506	36.879158	15.192742	54.252274	0	35.286369	113.21043	143.79091	12.93233	14.124202	61.77034	8.8215923	27.308624	0	167.3652	36.879158	168.68793	63.360001	0.36294666	6.321928	3.1431215	9.9545603	457.33704	667.51904	5.0075121	0	0	0	377.07697	0	32.141354	468.65799	2624	86	220
